Epoch	AverageTestEnv0Ret	StdTestEnv0Ret	MaxTestEnv0Ret	MinTestEnv0Ret	AverageEnv0Ret	StdEnv0Ret	MaxEnv0Ret	MinEnv0Ret	AverageTestEnv1Ret	StdTestEnv1Ret	MaxTestEnv1Ret	MinTestEnv1Ret	AverageEnv1Ret	StdEnv1Ret	MaxEnv1Ret	MinEnv1Ret	AverageTestEnv2Ret	StdTestEnv2Ret	MaxTestEnv2Ret	MinTestEnv2Ret	AverageEnv2Ret	StdEnv2Ret	MaxEnv2Ret	MinEnv2Ret	AverageTestEnv3Ret	StdTestEnv3Ret	MaxTestEnv3Ret	MinTestEnv3Ret	AverageEnv3Ret	StdEnv3Ret	MaxEnv3Ret	MinEnv3Ret	AverageTestEnv4Ret	StdTestEnv4Ret	MaxTestEnv4Ret	MinTestEnv4Ret	AverageEnv4Ret	StdEnv4Ret	MaxEnv4Ret	MinEnv4Ret	AverageTestEnv5Ret	StdTestEnv5Ret	MaxTestEnv5Ret	MinTestEnv5Ret	AverageEnv5Ret	StdEnv5Ret	MaxEnv5Ret	MinEnv5Ret	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQ	Time
190	11170.666	97.649536	11336.243	10959.563	11148.689	100.211136	11257.08	10985.843	11170.666	97.649536	11336.243	10959.563	11148.689	100.211136	11257.08	10985.843	11170.666	97.649536	11336.243	10959.563	11148.689	100.211136	11257.08	10985.843	11170.666	97.649536	11336.243	10959.563	11148.689	100.211136	11257.08	10985.843	11170.666	97.649536	11336.243	10959.563	11148.689	100.211136	11257.08	10985.843	11170.666	97.649536	11336.243	10959.563	11148.689	100.211136	11257.08	10985.843	11148.689	100.211136	11257.08	10985.843	11170.666	97.649536	11336.243	10959.563	1000.0	1000.0	759999	824.50287	170.81181	1054.1366	6.4673605	824.50366	170.8083	1060.9454	6.4796925	7.3945436	4.388881	55.398132	-11.6439	14905.3	101.03078	37726.885426044464
191	11863.516	176.37163	12151.417	11495.06	11189.716	212.83008	11536.439	11002.318	11863.516	176.37163	12151.417	11495.06	11189.716	212.83008	11536.439	11002.318	11863.516	176.37163	12151.417	11495.06	11189.716	212.83008	11536.439	11002.318	11863.516	176.37163	12151.417	11495.06	11189.716	212.83008	11536.439	11002.318	11863.516	176.37163	12151.417	11495.06	11189.716	212.83008	11536.439	11002.318	11863.516	176.37163	12151.417	11495.06	11189.716	212.83008	11536.439	11002.318	11189.716	212.83008	11536.439	11002.318	11863.516	176.37163	12151.417	11495.06	1000.0	1000.0	763999	825.6009	170.85724	1053.1229	6.499777	825.6012	170.84885	1058.4724	6.51104	7.3843236	4.3790503	65.923225	-11.975616	14924.698	106.99097	37910.73728942871
192	11590.284	253.92033	11853.374	10996.824	11306.838	161.989	11527.511	11089.919	11590.284	253.92033	11853.374	10996.824	11306.838	161.989	11527.511	11089.919	11590.284	253.92033	11853.374	10996.824	11306.838	161.989	11527.511	11089.919	11590.284	253.92033	11853.374	10996.824	11306.838	161.989	11527.511	11089.919	11590.284	253.92033	11853.374	10996.824	11306.838	161.989	11527.511	11089.919	11590.284	253.92033	11853.374	10996.824	11306.838	161.989	11527.511	11089.919	11306.838	161.989	11527.511	11089.919	11590.284	253.92033	11853.374	10996.824	1000.0	1000.0	767999	826.75214	169.85513	1059.1936	6.5324097	826.7518	169.84749	1056.6211	6.54235	7.318627	4.367844	67.09275	-12.703163	14898.603	103.72533	38070.147419691086
193	11770.067	126.77952	11917.586	11550.483	11163.5	103.5466	11320.238	11032.567	11770.067	126.77952	11917.586	11550.483	11163.5	103.5466	11320.238	11032.567	11770.067	126.77952	11917.586	11550.483	11163.5	103.5466	11320.238	11032.567	11770.067	126.77952	11917.586	11550.483	11163.5	103.5466	11320.238	11032.567	11770.067	126.77952	11917.586	11550.483	11163.5	103.5466	11320.238	11032.567	11770.067	126.77952	11917.586	11550.483	11163.5	103.5466	11320.238	11032.567	11163.5	103.5466	11320.238	11032.567	11770.067	126.77952	11917.586	11550.483	1000.0	1000.0	771999	828.1268	169.68648	1054.5233	6.565934	828.1264	169.68083	1054.4944	6.5757647	7.310172	4.393168	66.50502	-10.983999	14865.222	108.501205	38237.51114273071
194	11668.567	182.65005	11922.913	11379.162	11009.742	215.82132	11185.469	10641.75	11668.567	182.65005	11922.913	11379.162	11009.742	215.82132	11185.469	10641.75	11668.567	182.65005	11922.913	11379.162	11009.742	215.82132	11185.469	10641.75	11668.567	182.65005	11922.913	11379.162	11009.742	215.82132	11185.469	10641.75	11668.567	182.65005	11922.913	11379.162	11009.742	215.82132	11185.469	10641.75	11668.567	182.65005	11922.913	11379.162	11009.742	215.82132	11185.469	10641.75	11009.742	215.82132	11185.469	10641.75	11668.567	182.65005	11922.913	11379.162	1000.0	1000.0	775999	827.8898	169.90097	1055.509	6.6003475	827.8901	169.89133	1051.7036	6.6105905	7.2622623	4.3838873	50.691483	-14.13574	14987.103	100.63181	38406.64592194557
195	12061.485	195.91887	12374.566	11699.142	11116.059	297.05978	11498.49	10665.795	12061.485	195.91887	12374.566	11699.142	11116.059	297.05978	11498.49	10665.795	12061.485	195.91887	12374.566	11699.142	11116.059	297.05978	11498.49	10665.795	12061.485	195.91887	12374.566	11699.142	11116.059	297.05978	11498.49	10665.795	12061.485	195.91887	12374.566	11699.142	11116.059	297.05978	11498.49	10665.795	12061.485	195.91887	12374.566	11699.142	11116.059	297.05978	11498.49	10665.795	11116.059	297.05978	11498.49	10665.795	12061.485	195.91887	12374.566	11699.142	1000.0	1000.0	779999	828.5224	169.90698	1053.9541	6.628923	828.5212	169.90726	1053.6886	6.638299	7.340846	4.4242954	54.318768	-12.814799	14926.996	105.24223	38572.3795735836
196	11430.373	1716.1492	12326.588	6308.8457	11187.706	89.45624	11315.921	11080.887	11430.373	1716.1492	12326.588	6308.8457	11187.706	89.45624	11315.921	11080.887	11430.373	1716.1492	12326.588	6308.8457	11187.706	89.45624	11315.921	11080.887	11430.373	1716.1492	12326.588	6308.8457	11187.706	89.45624	11315.921	11080.887	11430.373	1716.1492	12326.588	6308.8457	11187.706	89.45624	11315.921	11080.887	11430.373	1716.1492	12326.588	6308.8457	11187.706	89.45624	11315.921	11080.887	11187.706	89.45624	11315.921	11080.887	11430.373	1716.1492	12326.588	6308.8457	1000.0	1000.0	783999	829.9228	169.28519	1058.3942	6.659442	829.9235	169.278	1058.7472	6.673046	7.356412	4.3961496	82.367546	-12.484852	14966.041	95.994896	38746.5861427784
197	11374.621	155.49529	11667.153	11198.536	11333.253	177.63692	11524.434	11059.051	11374.621	155.49529	11667.153	11198.536	11333.253	177.63692	11524.434	11059.051	11374.621	155.49529	11667.153	11198.536	11333.253	177.63692	11524.434	11059.051	11374.621	155.49529	11667.153	11198.536	11333.253	177.63692	11524.434	11059.051	11374.621	155.49529	11667.153	11198.536	11333.253	177.63692	11524.434	11059.051	11374.621	155.49529	11667.153	11198.536	11333.253	177.63692	11524.434	11059.051	11333.253	177.63692	11524.434	11059.051	11374.621	155.49529	11667.153	11198.536	1000.0	1000.0	787999	830.41705	170.1213	1060.465	-7.176411	830.41766	170.11334	1053.9816	6.7048135	7.3721476	4.401788	215.70506	-12.946406	14969.716	95.1602	38922.49411773682
198	11980.645	211.06448	12303.4	11651.946	11264.695	216.2454	11514.08	10932.951	11980.645	211.06448	12303.4	11651.946	11264.695	216.2454	11514.08	10932.951	11980.645	211.06448	12303.4	11651.946	11264.695	216.2454	11514.08	10932.951	11980.645	211.06448	12303.4	11651.946	11264.695	216.2454	11514.08	10932.951	11980.645	211.06448	12303.4	11651.946	11264.695	216.2454	11514.08	10932.951	11980.645	211.06448	12303.4	11651.946	11264.695	216.2454	11514.08	10932.951	11264.695	216.2454	11514.08	10932.951	11980.645	211.06448	12303.4	11651.946	1000.0	1000.0	791999	831.3234	170.22997	1050.3052	-32.458	831.3227	170.22365	1051.1863	6.73849	7.4320836	4.3628063	53.42743	-10.710204	14917.573	103.17679	39096.60509610176
199	11172.943	84.13238	11307.775	11049.102	11303.958	81.57351	11407.91	11212.586	11172.943	84.13238	11307.775	11049.102	11303.958	81.57351	11407.91	11212.586	11172.943	84.13238	11307.775	11049.102	11303.958	81.57351	11407.91	11212.586	11172.943	84.13238	11307.775	11049.102	11303.958	81.57351	11407.91	11212.586	11172.943	84.13238	11307.775	11049.102	11303.958	81.57351	11407.91	11212.586	11172.943	84.13238	11307.775	11049.102	11303.958	81.57351	11407.91	11212.586	11303.958	81.57351	11407.91	11212.586	11172.943	84.13238	11307.775	11049.102	1000.0	1000.0	795999	832.2432	169.5842	1053.4478	6.7629933	832.2424	169.58466	1056.841	6.773181	7.4253407	4.3952675	71.128136	-11.90715	14855.51	99.63223	39260.5081346035
200	12086.377	158.44992	12272.27	11781.55	11219.352	301.47275	11589.428	10770.145	12086.377	158.44992	12272.27	11781.55	11219.352	301.47275	11589.428	10770.145	12086.377	158.44992	12272.27	11781.55	11219.352	301.47275	11589.428	10770.145	12086.377	158.44992	12272.27	11781.55	11219.352	301.47275	11589.428	10770.145	12086.377	158.44992	12272.27	11781.55	11219.352	301.47275	11589.428	10770.145	12086.377	158.44992	12272.27	11781.55	11219.352	301.47275	11589.428	10770.145	11219.352	301.47275	11589.428	10770.145	12086.377	158.44992	12272.27	11781.55	1000.0	1000.0	799999	834.34686	168.80936	1053.4926	6.7921815	834.34894	168.80008	1057.8647	6.8043623	7.525903	4.3866186	67.47668	-11.301232	14868.898	104.692764	39422.40670275688
